,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,album,album_id,artist,artist_id,duration_ms,name,popularity
195,0.00395,0.439,0.841,4USmv48xjR66HcOc3Fh5Tg,0.0013,2,0.132,-5.286,1,0.0353,94.614,0.267,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,298320,Wild,29
196,0.0105,0.341,0.81,6CRfkaTvhswSXSnnn3zVyj,0.629,11,0.263,-5.79,0,0.0298,219.134,0.722,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,301866,Lazuli,34
197,0.15,0.316,0.509,0YP3Eae3Ecr1CYpurF6ULH,0.0,3,0.58,-7.404,1,0.0317,174.151,0.182,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,264626,Other People,30
198,0.0869,0.345,0.523,7gn569mQvx7hSmpXq1zz7s,3.12e-06,0,0.31,-5.7,1,0.0285,169.621,0.437,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,251720,The Hours,29
199,0.14,0.315,0.626,4HHZO4ZFpqELKIKMnFV5P4,0.00063,0,0.0846,-7.64,1,0.0353,177.082,0.27,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,295546,Troublemaker,25
200,0.0838,0.457,0.765,1gNtAARU9zhIIGviKOjqqA,0.000744,10,0.137,-5.762,1,0.0299,108.964,0.182,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,325760,New Year,25
201,0.163,0.368,0.772,6LLIAK1z53MGModyCyqWmd,0.0696,7,0.0837,-7.31,1,0.0315,74.822,0.213,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,286960,Wishes,27
202,0.724,0.47,0.52,6lDITMl8ffCLbhuxy47eua,0.05,3,0.0938,-7.675,1,0.029,102.281,0.191,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,332466,On the Sea,26
203,0.0124,0.211,7.15e-05,2yNIsNIIfH75Jd7CmgaDjE,0.456,2,0.109,-7.308,1,0.0427,128.007,0.0456,Bloom,0AL7olZ75pi55q9p1eHaD8,Beach House,56ZTgzPBDge0OvCGgMO3OY,1017013,Irene,22
204,0.861,0.612,0.476,3pJnX5b1lZYgM5rz4DMJNK,0.00401,8,0.147,-8.256,1,0.0275,118.383,0.257,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,288720,Zebra,33
205,0.471,0.355,0.671,6uz2JnWMcYfmWgJ7XEsjui,0.00011,2,0.288,-5.824,1,0.0324,135.027,0.113,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,298680,Silver Soul,29
206,0.238,0.461,0.477,6zf4xUi9UJkgM0zntJJcak,0.0125,5,0.103,-6.4,1,0.0283,118.659,0.175,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,234800,Norway,26
207,0.0603,0.637,0.548,1m9mtrF0LlZKV3Fjy9LAH0,0.0842,5,0.0785,-6.527,1,0.0253,141.387,0.868,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,322760,Walk in the Park,27
208,0.569,0.433,0.549,1WxBdKoBP6fywxzoZNwJXs,0.00305,2,0.102,-7.143,1,0.0259,179.491,0.229,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,238760,Used to Be,23
209,0.2,0.613,0.448,3vjg1jp8IpMd121WcDiF6L,0.00951,9,0.104,-5.258,0,0.0264,97.261,0.281,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,306386,Lover of Mine,23
210,0.715,0.641,0.468,0W484d22w4hz4TFFBqxeZB,0.0055,7,0.131,-7.461,0,0.0256,92.941,0.301,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,263306,Better Times,22
211,0.0523,0.24,0.738,7Iz63V0xBoXt72SYyT0EzT,0.00121,10,0.419,-4.383,0,0.0472,193.023,0.305,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,303853,10 Mile Stereo,23
212,0.628,0.608,0.443,7JyK8YGl67uHDrJ6KqGyZ2,0.00121,5,0.123,-10.705,1,0.0241,99.531,0.358,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,320480,Real Love,22
213,0.472,0.567,0.865,0D2m3GX6mNfNB6dKJQjCgM,0.000437,1,0.0845,-7.401,1,0.0289,110.851,0.421,Teen Dream,6psfQ7hu5uqFLkdtWyygcT,Beach House,56ZTgzPBDge0OvCGgMO3OY,348440,Take Care,34
214,0.725,0.396,0.686,2CQRYn5cTD2B9a1ONjhTN2,1.04e-06,5,0.17,-5.607,1,0.0341,124.318,0.717,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,145800,Wouldn't It Be Nice - Remastered,51
215,0.119,0.436,0.434,4fJtDPJ2NiLfFfZfu8HyYc,2.95e-06,11,0.183,-7.965,1,0.031,88.872,0.121,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,154960,You Still Believe In Me - Remastered,43
216,0.565,0.598,0.553,0VJZtH2OjNKskNegMVIzYR,6.76e-06,4,0.079,-7.473,1,0.0291,116.04,0.356,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,150106,That's Not Me - Remastered,49
217,0.0985,0.117,0.243,6gDRRyg6bSODdwbuUBupoU,0.00615,6,0.0934,-11.335,1,0.0353,85.94,0.102,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,174293,Don't Talk (Put Your Head On My Shoulder) - Remastered,43
218,0.544,0.317,0.584,2Bjic7K9fTNS8pYuMXq8Va,0.000725,4,0.144,-6.245,1,0.0386,166.209,0.681,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,186306,I'm Waiting For The Day - Remastered,41
219,0.254,0.279,0.31,3GsgJI1aBrvUtqX8f3MhKT,0.806,2,0.101,-13.113,1,0.0253,87.872,0.0807,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,141226,Let's Go Away For A While - Remastered,49
220,0.402,0.567,0.745,2ULL3VZf4WwBKO4vjwT7Bg,0.0,8,0.0873,-5.423,1,0.0264,125.575,0.903,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,180133,Sloop John B - Remastered,56
221,0.253,0.521,0.487,6iGU74CwXuT4XVepjc9Emf,0.0,6,0.0579,-7.525,0,0.0299,117.072,0.483,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,173040,God Only Knows - Remastered,65
222,0.123,0.602,0.739,5VsxBUyw0TRwVC7ja1CIBc,5.73e-05,10,0.228,-5.715,1,0.0272,116.668,0.569,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,191293,I Know There's An Answer - Remastered,44
223,0.489,0.52,0.75,3Ev5ATks540KaOFTjIH97S,1.85e-06,9,0.106,-5.26,1,0.0438,121.082,0.652,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,175266,Here Today - Remastered,41
224,0.513,0.22,0.581,4CuO8TINNqM3D7aUdNQ3zG,0.0,10,0.168,-5.877,1,0.0374,186.427,0.445,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,195533,I Just Wasn't Made For These Times - Remastered,43
